CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,Avg_Utilization_Ratio,Pay_on_time,Random_numbers
711948333,no,42,male,1,primary,married/living with partner,71 – 110k,blue,36,9247.00,0.077,no,0.112546882627603
711949683,yes,55,female,2,third level,divorced,31 – 50k,blue,36,4410.00,0.571,no,0.979100566610224
711953358,no,51,male,2,third level,married/living with partner,71 – 110k,blue,35,6205.00,0.365,no,0.962438021900239
711954558,no,53,female,3,third level,married/living with partner,31 – 50k,blue,44,2636.00,0.894,no,0.657623413484622
711957708,no,38,female,2,third level,married/living with partner,<30k,blue,36,2717.00,0.586,no,0.855147762831379
711963183,no,50,male,3,primary,married/living with partner,<30k,blue,36,5128.00,0.000,yes,0.362650961028181
711964533,no,44,male,3,third level,married/living with partner,31 – 50k,blue,36,6111.00,0.412,no,0.428417661135498
711967158,no,35,female,3,third level,single,<30k,blue,23,2211.00,0.620,no,0.0260220811502883
711968358,no,55,female,4,third level,single,<30k,blue,44,2638.00,0.539,no,0.336466926245062
711977508,yes,56,female,2,primary,single,<30k,blue,43,1440.00,0.841,no,0.305684187467945
711978858,no,59,male,2,third level,single,<30k,blue,49,6834.00,0.132,no,0.151644671167852
711982383,no,62,male,1,third level,single,51 – 70k,blue,49,21805.00,0.081,no,0.710204429109043
711984633,no,36,female,3,third level,married/living with partner,<30k,blue,27,2328.00,0.839,no,0.727805607200188
711985833,no,38,female,4,primary,single,<30k,blue,30,2569.00,0.625,no,0.930738070445976
711989358,no,50,male,2,third level,single,71 – 110k,blue,36,19595.00,0.061,no,0.899638110081634
711990933,no,40,female,2,third level,single,<30k,blue,29,2295.00,0.000,yes,0.63950477196883
711992133,no,53,female,1,primary,married/living with partner,<30k,blue,41,2596.00,0.334,no,0.880697037446637
711993258,no,50,female,0,secondary,single,31 – 50k,blue,39,8264.00,0.249,no,0.544499018569513
711999783,no,41,male,3,primary,married/living with partner,71 – 110k,blue,31,4740.00,0.284,no,0.85232391148047
712000758,no,51,male,4,primary,single,111k+,gold,39,34516.00,0.057,no,0.881070590307537
712003083,no,55,male,1,third level,married/living with partner,71 – 110k,blue,36,34516.00,0.061,no,0.625700088789181
712004208,no,65,male,0,third level,single,<30k,blue,56,3422.00,0.000,yes,0.812436527717922
712005108,no,61,female,0,third level,married/living with partner,<30k,blue,48,3156.00,0.683,no,0.614105259368142
712006308,no,45,female,0,third level,divorced,<30k,blue,35,5923.00,0.285,no,0.431743788277026
712010358,yes,49,male,4,third level,single,71 – 110k,blue,36,3999.00,0.000,yes,0.822386800438784
712011633,no,40,female,2,third level,single,31 – 50k,blue,36,2797.00,0.304,no,0.88352400997748
712012758,no,49,female,2,primary,married/living with partner,<30k,blue,41,2189.00,0.850,no,0.177491107008675
712014708,no,48,male,4,third level,married/living with partner,<30k,blue,36,2912.00,0.515,no,0.240908013964932
712021233,yes,33,male,3,third level,married/living with partner,51 – 70k,blue,15,23399.00,0.000,yes,0.367190811784651
712022883,no,37,female,2,secondary,single,31 – 50k,blue,27,2204.00,0.417,no,0.593010821932861
712024908,no,56,female,1,third level,married/living with partner,<30k,blue,36,2641.00,0.476,no,0.959045627595652
712025958,no,42,male,4,primary,married/living with partner,71 – 110k,gold,35,34516.00,0.041,no,0.377444387450893
712027683,no,47,female,2,third level,married/living with partner,<30k,blue,35,5544.00,0.214,no,0.0709677959318829
712029783,no,42,male,4,primary,single,71 – 110k,gold,36,34516.00,0.065,no,0.62041276448228
712030833,yes,48,male,2,third level,married/living with partner,51 – 70k,gold,35,34516.00,0.000,yes,0.83743623908904
712036383,yes,49,male,4,secondary,single,51 – 70k,blue,30,18418.00,0.000,yes,0.0139450460558429
712040433,no,54,female,1,secondary,married/living with partner,<30k,blue,43,2306.00,0.954,no,0.106127726279366
712043433,no,53,male,1,third level,married/living with partner,71 – 110k,blue,36,11329.00,0.104,no,0.810282303848796
712044558,yes,51,female,1,primary,single,<30k,gold,41,14563.00,0.090,no,0.959833222560868
712048008,no,56,female,4,secondary,single,31 – 50k,blue,44,2610.00,0.762,no,0.534042237327809
712049208,no,56,male,3,third level,married/living with partner,51 – 70k,blue,39,3955.00,0.636,no,0.667559503358514
712050933,yes,48,male,4,third level,married/living with partner,71 – 110k,blue,32,25190.00,0.000,yes,0.940238630707163
712052058,no,57,male,3,third level,single,31 – 50k,blue,48,9426.00,0.167,no,0.227732948487176
712055433,no,39,female,4,secondary,married/living with partner,<30k,blue,36,3600.00,0.576,no,0.803561081297955
712058133,no,54,female,2,third level,single,<30k,blue,36,2274.00,0.311,no,0.830224732400038
712058958,no,28,male,0,secondary,single,<30k,blue,19,3480.00,0.000,yes,0.412391011243551
712060158,no,35,male,0,third level,single,51 – 70k,blue,18,2598.00,0.633,no,0.476209358827312
712064358,no,38,male,1,third level,married/living with partner,51 – 70k,blue,36,2507.00,0.616,no,0.800885834503188
712069008,no,42,female,4,primary,married/living with partner,<30k,blue,23,2260.00,0.446,no,0.0132197487991127
712071708,no,63,female,0,third level,married/living with partner,<30k,blue,36,2107.00,0.641,no,0.506839058613333
712072908,no,48,male,4,third level,single,71 – 110k,blue,36,2852.00,0.258,no,0.108357169298435
712075083,yes,50,male,4,secondary,single,111k+,blue,41,6982.00,0.000,yes,0.215963266866539
712076358,no,46,male,3,secondary,single,111k+,blue,34,5155.00,0.168,no,0.642210744429698
712080333,no,46,male,2,secondary,divorced,111k+,blue,34,3659.00,0.377,no,0.139059979859707
712084383,no,63,male,1,third level,single,<30k,blue,56,7936.00,0.262,no,0.378384023925222
712085733,no,45,male,4,third level,married/living with partner,111k+,blue,36,34516.00,0.025,no,0.208073748459907
712089108,no,49,male,3,primary,divorced,71 – 110k,blue,37,28390.00,0.040,no,0.274077425320639
712091433,no,58,male,4,primary,single,31 – 50k,gold,50,18431.00,0.049,no,0.569503475155863
712092783,yes,47,female,3,third level,single,<30k,blue,40,2437.00,0.000,yes,0.0792511899786532
712096758,no,49,female,2,third level,#NULL!,31 – 50k,blue,36,5370.00,0.122,no,0.854182292892643
712102983,no,47,female,2,third level,married/living with partner,<30k,blue,36,1438.30,0.000,yes,0.350147813408787
712104333,no,57,female,2,third level,single,<30k,blue,44,9149.00,0.137,no,0.36068531395224
712105533,no,32,male,2,secondary,single,31 – 50k,blue,20,2235.00,0.733,no,0.199064766275592
712107783,no,49,male,4,third level,single,51 – 70k,blue,35,17350.00,0.105,no,0.0858317150934759
712111608,no,59,female,2,third level,single,<30k,blue,54,1438.30,0.000,yes,0.599071807944018
712112733,no,33,male,2,third level,single,31 – 50k,blue,25,9371.00,0.164,no,0.159328331530484
712113558,yes,45,male,2,third level,married/living with partner,71 – 110k,blue,36,24844.00,0.051,no,0.13391120340591
712114458,no,49,female,3,primary,married/living with partner,<30k,blue,31,2960.00,0.620,no,0.174002569703591
712115958,no,47,female,3,primary,single,<30k,blue,38,2808.00,0.806,no,0.0617928763837626
712117983,no,49,male,4,third level,married/living with partner,71 – 110k,blue,39,17285.00,0.107,no,0.977184096895628
712120608,yes,35,male,3,third level,married/living with partner,71 – 110k,blue,27,3575.00,0.527,no,0.17941911048072
712121508,no,43,male,3,primary,single,51 – 70k,blue,30,1438.30,0.000,yes,0.773853680823483
712123008,no,43,male,2,secondary,married/living with partner,51 – 70k,blue,31,13381.00,0.138,no,0.792576061965206
712125258,yes,46,male,4,secondary,married/living with partner,111k+,blue,30,2442.00,0.000,yes,0.222860016166819
712128258,no,49,female,4,secondary,single,<30k,gold,40,13704.00,0.155,no,0.727655161636583
712129158,no,63,male,0,primary,single,51 – 70k,blue,36,7997.00,0.137,no,0.0803825611631266
712132383,no,44,male,4,third level,single,71 – 110k,blue,34,1876.00,0.459,no,0.741723750240333
712133508,no,41,female,3,third level,single,31 – 50k,blue,22,2577.00,0.614,no,0.282967772491172
712138008,no,52,female,2,third level,married/living with partner,31 – 50k,blue,36,2396.00,0.694,no,0.567925005951181
712138983,no,54,male,1,third level,married/living with partner,51 – 70k,blue,36,2947.00,0.752,no,0.000207647231387109
712141683,no,48,female,3,secondary,single,<30k,blue,28,2944.00,0.256,no,0.723054096126597
712142733,no,37,female,3,third level,married/living with partner,<30k,blue,26,1910.00,0.609,no,0.940749911384979
712144158,yes,53,female,1,third level,single,<30k,blue,48,2370.00,0.492,no,0.290560367894486
712146558,no,48,female,5,primary,married/living with partner,<30k,blue,30,2364.00,0.685,no,0.102205569571958
712149033,no,57,female,2,secondary,married/living with partner,<30k,blue,46,5184.00,0.358,no,0.856996554760924
712152408,no,44,male,4,secondary,single,51 – 70k,blue,29,34516.00,0.056,no,0.612156856024284
712154883,no,54,female,2,third level,married/living with partner,<30k,blue,48,2473.00,0.706,no,0.0837518257622171
712157958,yes,44,male,3,secondary,married/living with partner,71 – 110k,blue,36,10908.00,0.000,yes,0.491267325408438
712160058,yes,59,female,2,primary,married/living with partner,<30k,blue,51,1438.30,0.000,yes,0.167108859301712
712163433,yes,47,male,3,primary,married/living with partner,31 – 50k,blue,29,1684.00,0.382,no,0.505697768797435
712164333,yes,40,male,4,secondary,married/living with partner,51 – 70k,blue,29,12544.00,0.130,no,0.965646946526266
712166583,no,45,female,0,third level,married/living with partner,<30k,blue,38,4096.00,0.358,no,0.966130122107466
712168833,no,52,female,1,secondary,married/living with partner,<30k,blue,36,2133.00,0.689,no,0.190290305243464
712169883,no,43,male,1,third level,married/living with partner,51 – 70k,blue,36,13840.00,0.078,no,0.0135621659355468
712171158,no,42,female,2,secondary,married/living with partner,<30k,blue,30,3124.00,0.000,yes,0.637352122050745
712176708,no,51,female,3,primary,single,<30k,blue,36,3747.00,0.605,no,0.355100548597975
712177908,no,50,female,4,third level,single,<30k,blue,36,2446.00,0.721,no,0.323517007353023
712178883,no,49,female,2,third level,single,31 – 50k,blue,36,6371.00,0.305,no,0.999833360582856
712180308,no,36,male,4,secondary,single,111k+,blue,36,27929.00,0.068,no,0.469335714038359
712181658,no,37,female,2,third level,single,31 – 50k,blue,36,2407.00,0.645,no,0.535184327460913
712184133,no,41,female,5,third level,married/living with partner,<30k,blue,24,2178.00,0.646,no,0.478554448803509
712187808,no,27,male,0,primary,married/living with partner,31 – 50k,blue,15,3682.00,0.000,yes,0.645490590747592
712189233,no,38,female,1,third level,married/living with partner,31 – 50k,blue,20,5153.00,0.488,no,0.0617395509044115
712190358,no,48,female,4,primary,married/living with partner,<30k,blue,29,1843.00,0.978,no,0.888396202247531
712191783,no,49,male,4,secondary,married/living with partner,111k+,blue,36,34516.00,0.047,no,0.948195164070971
712195383,no,37,female,0,third level,single,<30k,blue,36,9178.00,0.173,no,0.121273630915403
712198983,no,46,male,4,third level,married/living with partner,51 – 70k,blue,36,3258.00,0.000,yes,0.808622946004141
712200033,no,44,female,4,secondary,single,<30k,blue,36,3024.00,0.000,yes,0.774927835769982
712202433,no,46,female,2,secondary,single,<30k,blue,36,2283.00,0.447,no,0.202544764631788
712203333,no,51,male,3,third level,married/living with partner,71 – 110k,blue,39,7088.00,0.247,no,0.996851388314824
712206033,no,55,male,1,third level,married/living with partner,31 – 50k,blue,36,3705.00,0.366,no,0.65338190274208
712206858,no,39,male,3,third level,married/living with partner,111k+,blue,36,32964.00,0.068,no,0.623805457645376
712208658,no,43,male,2,secondary,single,51 – 70k,blue,33,13165.00,0.095,no,0.158989268030787
712210458,no,38,male,1,primary,single,31 – 50k,blue,36,5639.00,0.276,no,0.769341599755985
712214283,no,40,male,2,third level,married/living with partner,111k+,blue,28,18295.00,0.000,yes,0.292865844281884
712215258,no,50,female,1,third level,single,31 – 50k,gold,31,18386.00,0.000,yes,0.798643468598844
712219083,no,41,male,3,primary,single,71 – 110k,blue,28,7142.00,0.268,no,0.757849925915602
712220283,no,37,male,2,third level,#NULL!,71 – 110k,blue,28,12222.00,0.000,yes,0.737224639931569
712221408,no,42,male,4,third level,single,31 – 50k,blue,33,2654.00,0.561,no,0.66864296716252
712222758,yes,38,female,3,third level,married/living with partner,<30k,blue,36,2300.00,0.000,yes,0.841601325262715
712225008,no,55,male,2,third level,married/living with partner,51 – 70k,blue,44,6054.00,0.182,no,0.255766597231339
712230408,no,42,male,4,primary,married/living with partner,111k+,blue,37,6953.00,0.208,no,0.150044758751087
712231308,no,60,male,0,third level,single,<30k,gold,47,14002.00,0.101,no,0.181436165212324
712233183,no,45,female,2,third level,single,<30k,blue,34,4265.00,0.380,no,0.14103112910146
712235433,yes,43,female,1,third level,single,<30k,blue,36,2886.00,0.000,yes,0.971894730764853
712236483,no,41,female,2,third level,single,<30k,blue,36,15704.00,0.127,no,0.947416601334257
712238958,no,45,male,4,third level,married/living with partner,<30k,blue,36,7231.00,0.145,no,0.658845309587649
712241433,no,38,female,0,secondary,single,<30k,blue,30,1438.30,0.697,no,0.617012694117722
712246983,no,50,male,4,secondary,married/living with partner,71 – 110k,blue,43,16748.00,0.144,no,0.498750040723446
712253058,no,48,female,3,secondary,married/living with partner,<30k,blue,40,2097.00,0.598,no,0.0754603000605193
712255458,no,37,male,3,secondary,single,51 – 70k,blue,36,8418.00,0.244,no,0.346034952589435
712256358,no,40,male,3,third level,married/living with partner,51 – 70k,blue,23,22729.00,0.070,no,0.0130972498889151
712257258,yes,50,female,1,secondary,single,<30k,blue,36,1457.00,0.000,yes,0.369503790707143
712258308,no,58,female,4,secondary,single,<30k,blue,39,2755.00,0.538,no,0.174882094161904
712263258,no,49,female,2,primary,married/living with partner,<30k,blue,38,2468.00,0.000,yes,0.479211312887478
712265508,yes,32,male,0,third level,single,31 – 50k,blue,14,4015.00,0.000,yes,0.332603241978289
712267983,yes,57,female,0,third level,single,<30k,blue,45,3023.00,0.833,no,0.796404278929287
712268808,no,55,male,4,third level,single,111k+,gold,36,34516.00,0.071,no,0.304512769891373
712270158,no,62,female,0,secondary,married/living with partner,31 – 50k,blue,52,2052.00,0.609,no,0.00998067035440064
712275108,no,53,female,3,third level,married/living with partner,31 – 50k,blue,33,5146.00,0.314,no,0.508546133023432
712279683,yes,44,male,3,third level,married/living with partner,51 – 70k,blue,36,9114.00,0.000,yes,0.83216779170762
712281183,no,55,male,4,third level,married/living with partner,111k+,blue,36,24336.00,0.035,no,0.993521636639139
712283808,no,50,female,3,secondary,married/living with partner,<30k,gold,40,10062.00,0.114,no,0.324722781837852
712285908,no,60,female,1,secondary,single,<30k,blue,49,2481.00,0.776,no,0.652924708286546
712287333,no,39,male,1,primary,single,71 – 110k,blue,30,34516.00,0.060,no,0.597038770090753
712288158,no,37,male,2,third level,married/living with partner,71 – 110k,blue,17,4631.00,0.430,no,0.011540802998559
712292133,yes,45,female,3,third level,married/living with partner,<30k,blue,36,2330.00,0.985,no,0.485438087579221
712294983,no,39,female,2,third level,married/living with partner,31 – 50k,blue,36,1947.00,0.596,no,0.592245618149213
712297683,yes,47,female,3,third level,married/living with partner,<30k,blue,35,1781.00,0.000,yes,0.127291105270232
712298883,no,50,female,3,secondary,single,<30k,blue,38,1438.30,0.461,no,0.622823597998559
712299858,no,62,male,1,secondary,married/living with partner,<30k,blue,53,2077.00,0.756,no,0.879112963029034
712300683,no,41,female,1,third level,single,<30k,blue,32,1438.30,0.000,yes,0.698583420147575
712302783,no,38,female,2,primary,single,<30k,blue,25,2468.00,0.353,no,0.617549353161125
712303908,no,47,female,4,third level,married/living with partner,<30k,blue,38,2633.00,0.731,no,0.632189118444433
712305333,no,59,male,0,third level,single,51 – 70k,blue,53,4386.00,0.571,no,0.307484285905271
